season,date,home_team,away_team,home_score,away_score,home_xg,away_xg,home_PPDA,home_season_xPTS,home_season_xG,home_season_xGA,away_PPDA,away_season_xPTS,away_season_xG,away_season_xGA
15/16,1/13/16,CHE,WBA,2.0,2.0,1.39,0.7,8.53,59.62,54.48,44.63,11.41,42.3,39.75,51.94
15/16,1/13/16,MCI,EVE,0.0,0.0,1.45,0.37,7.78,70.14,66.2,37.47,11.12,52.69,53.98,54.75
15/16,1/13/16,LIV,ARS,3.0,3.0,1.16,2.23,7.48,63.29,54.37,37.88,8.35,77.01,73.53,33.86
15/16,1/13/16,TOT,LEI,0.0,1.0,1.23,0.59,6.44,69.43,63.42,37.08,9.57,68.94,68.42,45.02
15/16,1/16/16,TOT,SUN,4.0,1.0,2.03,0.62,6.44,69.43,63.42,37.08,11.64,40.52,40.52,58.85
15/16,1/16/16,MCI,CRY,4.0,0.0,1.74,0.61,7.78,70.14,66.2,37.47,9.03,44.89,42.51,52.94
15/16,1/16/16,NEW,WHU,2.0,1.0,1.84,1.08,11.48,40.21,37.61,55.42,9.31,49.8,54.4,55.48
15/16,1/16/16,SOU,WBA,3.0,0.0,1.43,0.41,9.12,61.08,56.2,44.29,11.41,42.3,39.75,51.94
15/16,1/16/16,CHE,EVE,3.0,3.0,2.45,1.59,8.53,59.62,54.48,44.63,11.12,52.69,53.98,54.75
15/16,1/16/16,BOU,NOR,3.0,0.0,2.53,0.6,9.03,43.74,38.71,53.97,11.82,39.18,39.19,58.93
15/16,1/16/16,AVL,LEI,1.0,1.0,0.67,2.22,12.2,29.83,26.53,59.01,9.57,68.94,68.42,45.02
15/16,1/17/16,LIV,MUN,0.0,1.0,0.95,0.72,7.48,63.29,54.37,37.88,7.73,56.44,45.42,39.66
15/16,1/17/16,STK,ARS,0.0,0.0,0.55,0.59,9.94,48.3,42.63,54.35,8.35,77.01,73.53,33.86
15/16,1/18/16,SWA,WAT,1.0,0.0,0.47,0.53,9.46,42.4,39.96,53.63,9.39,48.25,43.2,51.85
15/16,1/23/16,NOR,LIV,4.0,5.0,1.03,1.45,11.82,39.18,39.19,58.93,7.48,63.29,54.37,37.88
15/16,1/23/16,CRY,TOT,1.0,3.0,0.93,1.74,9.03,44.89,42.51,52.94,6.44,69.43,63.42,37.08
15/16,1/23/16,MUN,SOU,0.0,1.0,0.19,0.84,7.73,56.44,45.42,39.66,9.12,61.08,56.2,44.29
15/16,1/23/16,LEI,STK,3.0,0.0,2.26,0.34,9.57,68.94,68.42,45.02,9.94,48.3,42.63,54.35
15/16,1/23/16,WBA,AVL,0.0,0.0,0.23,0.56,11.41,42.3,39.75,51.94,12.2,29.83,26.53,59.01
15/16,1/23/16,SUN,BOU,1.0,1.0,0.61,1.27,11.64,40.52,40.52,58.85,9.03,43.74,38.71,53.97
15/16,1/23/16,WAT,NEW,2.0,1.0,2.59,1.29,9.39,48.25,43.2,51.85,11.48,40.21,37.61,55.42
15/16,1/23/16,WHU,MCI,2.0,2.0,1.01,1.73,9.31,49.8,54.4,55.48,7.78,70.14,66.2,37.47
15/16,1/24/16,EVE,SWA,1.0,2.0,1.94,1.08,11.12,52.69,53.98,54.75,9.46,42.4,39.96,53.63
15/16,1/24/16,ARS,CHE,0.0,1.0,1.11,1.49,8.35,77.01,73.53,33.86,8.53,59.62,54.48,44.63
15/16,2/2/16,ARS,SOU,0.0,0.0,3.38,0.93,8.35,77.01,73.53,33.86,9.12,61.08,56.2,44.29
15/16,2/2/16,LEI,LIV,2.0,0.0,1.35,0.58,9.57,68.94,68.42,45.02,7.48,63.29,54.37,37.88
15/16,2/2/16,NOR,TOT,0.0,3.0,0.93,2.75,11.82,39.18,39.19,58.93,6.44,69.43,63.42,37.08
15/16,2/2/16,SUN,MCI,0.0,1.0,0.89,0.64,11.64,40.52,40.52,58.85,7.78,70.14,66.2,37.47
15/16,2/2/16,WHU,AVL,2.0,0.0,2.35,0.11,9.31,49.8,54.4,55.48,12.2,29.83,26.53,59.01
15/16,2/2/16,CRY,BOU,1.0,2.0,1.62,1.17,9.03,44.89,42.51,52.94,9.03,43.74,38.71,53.97
15/16,2/2/16,MUN,STK,3.0,0.0,2.45,0.35,7.73,56.44,45.42,39.66,9.94,48.3,42.63,54.35
15/16,2/2/16,WBA,SWA,1.0,1.0,2.31,1.18,11.41,42.3,39.75,51.94,9.46,42.4,39.96,53.63
15/16,2/3/16,EVE,NEW,3.0,0.0,2.48,0.63,11.12,52.69,53.98,54.75,11.48,40.21,37.61,55.42
15/16,2/3/16,WAT,CHE,0.0,0.0,0.53,1.14,9.39,48.25,43.2,51.85,8.53,59.62,54.48,44.63
15/16,2/6/16,MCI,LEI,1.0,3.0,1.71,2.5,7.78,70.14,66.2,37.47,9.57,68.94,68.42,45.02
15/16,2/6/16,NEW,WBA,1.0,0.0,2.41,0.47,11.48,40.21,37.61,55.42,11.41,42.3,39.75,51.94
15/16,2/6/16,STK,EVE,0.0,3.0,0.69,3.06,9.94,48.3,42.63,54.35,11.12,52.69,53.98,54.75
15/16,2/6/16,TOT,WAT,1.0,0.0,2.0,0.15,6.44,69.43,63.42,37.08,9.39,48.25,43.2,51.85
15/16,2/6/16,SWA,CRY,1.0,1.0,1.32,1.01,9.46,42.4,39.96,53.63,9.03,44.89,42.51,52.94
15/16,2/6/16,AVL,NOR,2.0,0.0,0.92,1.14,12.2,29.83,26.53,59.01,11.82,39.18,39.19,58.93
15/16,2/6/16,LIV,SUN,2.0,2.0,1.58,0.49,7.48,63.29,54.37,37.88,11.64,40.52,40.52,58.85
15/16,2/6/16,SOU,WHU,1.0,0.0,1.06,0.97,9.12,61.08,56.2,44.29,9.31,49.8,54.4,55.48
15/16,2/7/16,BOU,ARS,0.0,2.0,0.58,1.14,9.03,43.74,38.71,53.97,8.35,77.01,73.53,33.86
15/16,2/7/16,CHE,MUN,1.0,1.0,1.62,0.78,8.53,59.62,54.48,44.63,7.73,56.44,45.42,39.66
15/16,2/13/16,SUN,MUN,2.0,1.0,1.48,0.91,11.64,40.52,40.52,58.85,7.73,56.44,45.42,39.66
15/16,2/13/16,SWA,SOU,0.0,1.0,0.7,1.19,9.46,42.4,39.96,53.63,9.12,61.08,56.2,44.29
15/16,2/13/16,NOR,WHU,2.0,2.0,1.03,0.74,11.82,39.18,39.19,58.93,9.31,49.8,54.4,55.48
15/16,2/13/16,EVE,WBA,0.0,1.0,1.83,1.2,11.12,52.69,53.98,54.75,11.41,42.3,39.75,51.94
15/16,2/13/16,CRY,WAT,1.0,2.0,0.98,2.0,9.03,44.89,42.51,52.94,9.39,48.25,43.2,51.85
15/16,2/13/16,BOU,STK,1.0,3.0,1.19,0.93,9.03,43.74,38.71,53.97,9.94,48.3,42.63,54.35
15/16,2/13/16,CHE,NEW,5.0,1.0,2.09,0.43,8.53,59.62,54.48,44.63,11.48,40.21,37.61,55.42
15/16,2/14/16,ARS,LEI,2.0,1.0,2.36,1.31,8.35,77.01,73.53,33.86,9.57,68.94,68.42,45.02
15/16,2/14/16,AVL,LIV,0.0,6.0,0.17,2.01,12.2,29.83,26.53,59.01,7.48,63.29,54.37,37.88
15/16,2/14/16,MCI,TOT,1.0,2.0,1.98,1.24,7.78,70.14,66.2,37.47,6.44,69.43,63.42,37.08
15/16,2/27/16,WHU,SUN,1.0,0.0,0.52,1.08,9.31,49.8,54.4,55.48,11.64,40.52,40.52,58.85
15/16,2/27/16,WAT,BOU,0.0,0.0,1.0,0.96,9.39,48.25,43.2,51.85,9.03,43.74,38.71,53.97
15/16,2/27/16,LEI,NOR,1.0,0.0,1.76,0.81,9.57,68.94,68.42,45.02,11.82,39.18,39.19,58.93
15/16,2/27/16,SOU,CHE,1.0,2.0,1.01,0.63,9.12,61.08,56.2,44.29,8.53,59.62,54.48,44.63
15/16,2/27/16,STK,AVL,2.0,1.0,2.04,0.41,9.94,48.3,42.63,54.35,12.2,29.83,26.53,59.01
15/16,2/27/16,WBA,CRY,3.0,2.0,2.07,1.22,11.41,42.3,39.75,51.94,9.03,44.89,42.51,52.94
15/16,2/28/16,TOT,SWA,2.0,1.0,3.57,1.25,6.44,69.43,63.42,37.08,9.46,42.4,39.96,53.63
15/16,2/28/16,MUN,ARS,3.0,2.0,1.1,1.54,7.73,56.44,45.42,39.66,8.35,77.01,73.53,33.86
15/16,3/1/16,AVL,EVE,1.0,3.0,0.6,2.64,12.2,29.83,26.53,59.01,11.12,52.69,53.98,54.75
15/16,3/1/16,BOU,SOU,2.0,0.0,1.41,0.95,9.03,43.74,38.71,53.97,9.12,61.08,56.2,44.29
15/16,3/1/16,LEI,WBA,2.0,2.0,3.05,1.29,9.57,68.94,68.42,45.02,11.41,42.3,39.75,51.94
15/16,3/1/16,SUN,CRY,2.0,2.0,0.93,0.89,11.64,40.52,40.52,58.85,9.03,44.89,42.51,52.94
15/16,3/1/16,NOR,CHE,1.0,2.0,1.24,0.98,11.82,39.18,39.19,58.93,8.53,59.62,54.48,44.63
15/16,3/2/16,WHU,TOT,1.0,0.0,0.78,1.23,9.31,49.8,54.4,55.48,6.44,69.43,63.42,37.08
15/16,3/2/16,ARS,SWA,1.0,2.0,1.49,1.7,8.35,77.01,73.53,33.86,9.46,42.4,39.96,53.63
15/16,3/2/16,STK,NEW,1.0,0.0,0.3,0.27,9.94,48.3,42.63,54.35,11.48,40.21,37.61,55.42
15/16,3/2/16,LIV,MCI,3.0,0.0,1.17,0.18,7.48,63.29,54.37,37.88,7.78,70.14,66.2,37.47
15/16,3/2/16,MUN,WAT,1.0,0.0,0.79,2.16,7.73,56.44,45.42,39.66,9.39,48.25,43.2,51.85
15/16,3/5/16,TOT,ARS,2.0,2.0,1.88,0.54,6.44,69.43,63.42,37.08,8.35,77.01,73.53,33.86
15/16,3/5/16,SOU,SUN,1.0,1.0,1.55,1.32,9.12,61.08,56.2,44.29,11.64,40.52,40.52,58.85
15/16,3/5/16,SWA,NOR,1.0,0.0,0.55,0.58,9.46,42.4,39.96,53.63,11.82,39.18,39.19,58.93
15/16,3/5/16,CHE,STK,1.0,1.0,1.06,1.6,8.53,59.62,54.48,44.63,9.94,48.3,42.63,54.35
15/16,3/5/16,EVE,WHU,2.0,3.0,2.09,2.72,11.12,52.69,53.98,54.75,9.31,49.8,54.4,55.48
15/16,3/5/16,MCI,AVL,4.0,0.0,2.83,0.12,7.78,70.14,66.2,37.47,12.2,29.83,26.53,59.01
15/16,3/5/16,NEW,BOU,1.0,3.0,0.83,1.27,11.48,40.21,37.61,55.42,9.03,43.74,38.71,53.97
15/16,3/5/16,WAT,LEI,0.0,1.0,0.83,1.47,9.39,48.25,43.2,51.85,9.57,68.94,68.42,45.02
15/16,3/6/16,CRY,LIV,1.0,2.0,1.44,2.27,9.03,44.89,42.51,52.94,7.48,63.29,54.37,37.88
15/16,3/6/16,WBA,MUN,1.0,0.0,0.57,0.42,11.41,42.3,39.75,51.94,7.73,56.44,45.42,39.66
15/16,3/12/16,NOR,MCI,0.0,0.0,0.14,0.56,11.82,39.18,39.19,58.93,7.78,70.14,66.2,37.47
15/16,3/12/16,STK,SOU,1.0,2.0,1.07,0.87,9.94,48.3,42.63,54.35,9.12,61.08,56.2,44.29
15/16,3/12/16,BOU,SWA,3.0,2.0,0.71,1.1,9.03,43.74,38.71,53.97,9.46,42.4,39.96,53.63
15/16,3/13/16,AVL,TOT,0.0,2.0,1.84,2.0,12.2,29.83,26.53,59.01,6.44,69.43,63.42,37.08
15/16,3/13/16,LEI,NEW,1.0,0.0,0.85,0.52,9.57,68.94,68.42,45.02,11.48,40.21,37.61,55.42
15/16,3/19/16,EVE,ARS,0.0,2.0,0.59,1.92,11.12,52.69,53.98,54.75,8.35,77.01,73.53,33.86
15/16,3/19/16,CRY,LEI,0.0,1.0,0.78,1.2,9.03,44.89,42.51,52.94,9.57,68.94,68.42,45.02
15/16,3/19/16,CHE,WHU,2.0,2.0,2.14,0.86,8.53,59.62,54.48,44.63,9.31,49.8,54.4,55.48
15/16,3/19/16,WAT,STK,1.0,2.0,0.88,1.58,9.39,48.25,43.2,51.85,9.94,48.3,42.63,54.35
15/16,3/19/16,WBA,NOR,0.0,1.0,0.33,0.8,11.41,42.3,39.75,51.94,11.82,39.18,39.19,58.93
15/16,3/19/16,SWA,AVL,1.0,0.0,0.49,0.73,9.46,42.4,39.96,53.63,12.2,29.83,26.53,59.01
15/16,3/20/16,SOU,LIV,3.0,2.0,1.57,1.29,9.12,61.08,56.2,44.29,7.48,63.29,54.37,37.88
15/16,3/20/16,NEW,SUN,1.0,1.0,0.94,0.79,11.48,40.21,37.61,55.42,11.64,40.52,40.52,58.85
15/16,3/20/16,MCI,MUN,0.0,1.0,1.86,0.9,7.78,70.14,66.2,37.47,7.73,56.44,45.42,39.66
15/16,3/20/16,TOT,BOU,3.0,0.0,2.03,0.12,6.44,69.43,63.42,37.08,9.03,43.74,38.71,53.97
15/16,4/2/16,AVL,CHE,0.0,4.0,0.73,2.49,12.2,29.83,26.53,59.01,8.53,59.62,54.48,44.63
15/16,4/2/16,ARS,WAT,4.0,0.0,3.01,0.29,8.35,77.01,73.53,33.86,9.39,48.25,43.2,51.85
15/16,4/2/16,BOU,MCI,0.0,4.0,1.32,0.87,9.03,43.74,38.71,53.97,7.78,70.14,66.2,37.47
15/16,4/2/16,NOR,NEW,3.0,2.0,1.65,1.47,11.82,39.18,39.19,58.93,11.48,40.21,37.61,55.42
15/16,4/2/16,STK,SWA,2.0,2.0,1.18,0.43,9.94,48.3,42.63,54.35,9.46,42.4,39.96,53.63
15/16,4/2/16,SUN,WBA,0.0,0.0,1.55,0.06,11.64,40.52,40.52,58.85,11.41,42.3,39.75,51.94
15/16,4/2/16,WHU,CRY,2.0,2.0,1.71,1.66,9.31,49.8,54.4,55.48,9.03,44.89,42.51,52.94
15/16,4/2/16,LIV,TOT,1.0,1.0,1.38,1.24,7.48,63.29,54.37,37.88,6.44,69.43,63.42,37.08
15/16,4/3/16,LEI,SOU,1.0,0.0,1.39,0.67,9.57,68.94,68.42,45.02,9.12,61.08,56.2,44.29
15/16,4/3/16,MUN,EVE,1.0,0.0,1.0,0.76,7.73,56.44,45.42,39.66,11.12,52.69,53.98,54.75
15/16,4/9/16,WHU,ARS,3.0,3.0,1.11,1.47,9.31,49.8,54.4,55.48,8.35,77.01,73.53,33.86
15/16,4/9/16,WAT,EVE,1.0,1.0,0.41,1.6,9.39,48.25,43.2,51.85,11.12,52.69,53.98,54.75
15/16,4/9/16,SOU,NEW,3.0,1.0,1.78,0.17,9.12,61.08,56.2,44.29,11.48,40.21,37.61,55.42
15/16,4/9/16,SWA,CHE,1.0,0.0,1.91,1.3,9.46,42.4,39.96,53.63,8.53,59.62,54.48,44.63
15/16,4/9/16,AVL,BOU,1.0,2.0,0.22,1.0,12.2,29.83,26.53,59.01,9.03,43.74,38.71,53.97
15/16,4/9/16,CRY,NOR,1.0,0.0,1.45,0.68,9.03,44.89,42.51,52.94,11.82,39.18,39.19,58.93
15/16,4/9/16,MCI,WBA,2.0,1.0,2.07,1.09,7.78,70.14,66.2,37.47,11.41,42.3,39.75,51.94
15/16,4/10/16,SUN,LEI,0.0,2.0,0.87,2.6,11.64,40.52,40.52,58.85,9.57,68.94,68.42,45.02
15/16,4/10/16,TOT,MUN,3.0,0.0,1.8,0.34,6.44,69.43,63.42,37.08,7.73,56.44,45.42,39.66
15/16,4/10/16,LIV,STK,4.0,1.0,2.21,0.86,7.48,63.29,54.37,37.88,9.94,48.3,42.63,54.35
15/16,4/13/16,CRY,EVE,0.0,0.0,1.59,0.76,9.03,44.89,42.51,52.94,11.12,52.69,53.98,54.75
15/16,4/16/16,NOR,SUN,0.0,3.0,1.09,2.0,11.82,39.18,39.19,58.93,11.64,40.52,40.52,58.85
15/16,4/16/16,MUN,AVL,1.0,0.0,1.09,0.26,7.73,56.44,45.42,39.66,12.2,29.83,26.53,59.01
15/16,4/16/16,EVE,SOU,1.0,1.0,0.32,1.38,11.12,52.69,53.98,54.75,9.12,61.08,56.2,44.29
15/16,4/16/16,NEW,SWA,3.0,0.0,1.5,0.79,11.48,40.21,37.61,55.42,9.46,42.4,39.96,53.63
15/16,4/16/16,WBA,WAT,0.0,1.0,2.29,0.36,11.41,42.3,39.75,51.94,9.39,48.25,43.2,51.85
15/16,4/16/16,CHE,MCI,0.0,3.0,0.49,2.63,8.53,59.62,54.48,44.63,7.78,70.14,66.2,37.47
15/16,4/17/16,LEI,WHU,2.0,2.0,1.95,1.57,9.57,68.94,68.42,45.02,9.31,49.8,54.4,55.48
15/16,4/17/16,BOU,LIV,1.0,2.0,0.86,1.81,9.03,43.74,38.71,53.97,7.48,63.29,54.37,37.88
15/16,4/17/16,ARS,CRY,1.0,1.0,1.73,0.28,8.35,77.01,73.53,33.86,9.03,44.89,42.51,52.94
15/16,4/18/16,STK,TOT,0.0,4.0,0.46,2.9,9.94,48.3,42.63,54.35,6.44,69.43,63.42,37.08
15/16,4/19/16,NEW,MCI,1.0,1.0,0.46,0.52,11.48,40.21,37.61,55.42,7.78,70.14,66.2,37.47
15/16,4/20/16,WHU,WAT,3.0,1.0,3.96,1.22,9.31,49.8,54.4,55.48,9.39,48.25,43.2,51.85
15/16,4/20/16,MUN,CRY,2.0,0.0,1.47,0.14,7.73,56.44,45.42,39.66,9.03,44.89,42.51,52.94
15/16,4/20/16,LIV,EVE,4.0,0.0,3.24,0.09,7.48,63.29,54.37,37.88,11.12,52.69,53.98,54.75
15/16,4/21/16,ARS,WBA,2.0,0.0,1.37,0.84,8.35,77.01,73.53,33.86,11.41,42.3,39.75,51.94
15/16,4/23/16,MCI,STK,4.0,0.0,2.22,1.09,7.78,70.14,66.2,37.47,9.94,48.3,42.63,54.35
15/16,4/23/16,AVL,SOU,2.0,4.0,1.47,3.66,12.2,29.83,26.53,59.01,9.12,61.08,56.2,44.29
15/16,4/23/16,BOU,CHE,1.0,4.0,0.58,2.07,9.03,43.74,38.71,53.97,8.53,59.62,54.48,44.63
15/16,4/23/16,LIV,NEW,2.0,2.0,0.71,0.25,7.48,63.29,54.37,37.88,11.48,40.21,37.61,55.42
15/16,4/24/16,SUN,ARS,0.0,0.0,0.62,0.97,11.64,40.52,40.52,58.85,8.35,77.01,73.53,33.86
15/16,4/24/16,LEI,SWA,4.0,0.0,3.32,0.58,9.57,68.94,68.42,45.02,9.46,42.4,39.96,53.63
15/16,4/25/16,TOT,WBA,1.0,1.0,1.26,0.89,6.44,69.43,63.42,37.08,11.41,42.3,39.75,51.94
15/16,4/30/16,STK,SUN,1.0,1.0,0.68,1.43,9.94,48.3,42.63,54.35,11.64,40.52,40.52,58.85
15/16,4/30/16,NEW,CRY,1.0,0.0,0.53,1.05,11.48,40.21,37.61,55.42,9.03,44.89,42.51,52.94
15/16,4/30/16,EVE,BOU,2.0,1.0,0.95,1.43,11.12,52.69,53.98,54.75,9.03,43.74,38.71,53.97
15/16,4/30/16,WAT,AVL,3.0,2.0,1.36,0.49,9.39,48.25,43.2,51.85,12.2,29.83,26.53,59.01
15/16,4/30/16,WBA,WHU,0.0,3.0,1.53,1.27,11.41,42.3,39.75,51.94,9.31,49.8,54.4,55.48
15/16,4/30/16,ARS,NOR,1.0,0.0,0.78,0.58,8.35,77.01,73.53,33.86,11.82,39.18,39.19,58.93
15/16,5/1/16,SWA,LIV,3.0,1.0,2.32,0.78,9.46,42.4,39.96,53.63,7.48,63.29,54.37,37.88
15/16,5/1/16,MUN,LEI,1.0,1.0,1.18,1.17,7.73,56.44,45.42,39.66,9.57,68.94,68.42,45.02
15/16,5/1/16,SOU,MCI,4.0,2.0,2.84,1.13,9.12,61.08,56.2,44.29,7.78,70.14,66.2,37.47
15/16,5/2/16,CHE,TOT,2.0,2.0,0.82,1.9,8.53,59.62,54.48,44.63,6.44,69.43,63.42,37.08
15/16,5/7/16,NOR,MUN,0.0,1.0,1.37,1.48,11.82,39.18,39.19,58.93,7.73,56.44,45.42,39.66
15/16,5/7/16,CRY,STK,2.0,1.0,1.31,1.28,9.03,44.89,42.51,52.94,9.94,48.3,42.63,54.35
15/16,5/7/16,WHU,SWA,1.0,4.0,2.39,2.47,9.31,49.8,54.4,55.48,9.46,42.4,39.96,53.63
15/16,5/7/16,AVL,NEW,0.0,0.0,0.03,1.1,12.2,29.83,26.53,59.01,11.48,40.21,37.61,55.42
15/16,5/7/16,BOU,WBA,1.0,1.0,0.81,1.34,9.03,43.74,38.71,53.97,11.41,42.3,39.75,51.94
15/16,5/7/16,SUN,CHE,3.0,2.0,0.77,1.78,11.64,40.52,40.52,58.85,8.53,59.62,54.48,44.63
15/16,5/7/16,LEI,EVE,3.0,1.0,4.51,1.3,9.57,68.94,68.42,45.02,11.12,52.69,53.98,54.75
15/16,5/8/16,TOT,SOU,1.0,2.0,2.56,1.31,6.44,69.43,63.42,37.08,9.12,61.08,56.2,44.29
15/16,5/8/16,LIV,WAT,2.0,0.0,2.39,0.93,7.48,63.29,54.37,37.88,9.39,48.25,43.2,51.85
15/16,5/8/16,MCI,ARS,2.0,2.0,0.75,1.08,7.78,70.14,66.2,37.47,8.35,77.01,73.53,33.86
15/16,5/10/16,WHU,MUN,3.0,2.0,2.13,0.64,9.31,49.8,54.4,55.48,7.73,56.44,45.42,39.66
15/16,5/11/16,NOR,WAT,4.0,2.0,2.42,1.77,11.82,39.18,39.19,58.93,9.39,48.25,43.2,51.85
15/16,5/11/16,SUN,EVE,3.0,0.0,2.45,1.17,11.64,40.52,40.52,58.85,11.12,52.69,53.98,54.75
15/16,5/11/16,LIV,CHE,1.0,1.0,1.84,0.81,7.48,63.29,54.37,37.88,8.53,59.62,54.48,44.63
15/16,5/15/16,ARS,AVL,4.0,0.0,3.4,0.22,8.35,77.01,73.53,33.86,12.2,29.83,26.53,59.01
15/16,5/15/16,CHE,LEI,1.0,1.0,1.86,1.23,8.53,59.62,54.48,44.63,9.57,68.94,68.42,45.02
15/16,5/15/16,EVE,NOR,3.0,0.0,2.41,0.43,11.12,52.69,53.98,54.75,11.82,39.18,39.19,58.93
15/16,5/15/16,NEW,TOT,5.0,1.0,2.43,0.87,11.48,40.21,37.61,55.42,6.44,69.43,63.42,37.08
15/16,5/15/16,SOU,CRY,4.0,1.0,2.32,1.25,9.12,61.08,56.2,44.29,9.03,44.89,42.51,52.94
15/16,5/15/16,STK,WHU,2.0,1.0,0.29,2.94,9.94,48.3,42.63,54.35,9.31,49.8,54.4,55.48
15/16,5/15/16,SWA,MCI,1.0,1.0,0.12,2.04,9.46,42.4,39.96,53.63,7.78,70.14,66.2,37.47
15/16,5/15/16,WAT,SUN,2.0,2.0,1.95,0.91,9.39,48.25,43.2,51.85,11.64,40.52,40.52,58.85
15/16,5/15/16,WBA,LIV,1.0,1.0,1.87,0.42,11.41,42.3,39.75,51.94,7.48,63.29,54.37,37.88
15/16,5/17/16,MUN,BOU,3.0,1.0,1.72,0.5,7.73,56.44,45.42,39.66,9.03,43.74,38.71,53.97
16/17,8/13/16,HUL,LEI,2.0,1.0,0.74,2.46,14.16,30.73,33.84,71.77,11.48,48.12,44.34,51.3
16/17,8/13/16,CRY,WBA,0.0,1.0,0.99,0.68,9.07,48.45,45.4,50.03,14.71,45.59,38.21,47.9
16/17,8/13/16,EVE,TOT,1.0,1.0,0.79,1.12,9.85,55.78,49.63,45.78,7.4,75.37,70.07,33.78
16/17,8/13/16,BUR,SWA,0.0,1.0,1.05,1.72,12.13,38.36,35.59,55.27,12.52,36.49,39.5,65.13
16/17,8/13/16,MID,STK,1.0,1.0,1.81,0.49,10.28,37.25,30.93,55.3,11.49,52.29,47.87,48.67
16/17,8/13/16,SOU,WAT,1.0,1.0,0.94,0.18,8.6,55.69,49.98,43.08,10.25,40.62,36.25,52.62
16/17,8/13/16,MCI,SUN,2.0,1.0,1.95,1.1,6.43,85.41,79.85,29.61,12.65,32.24,34.22,65.66
16/17,8/14/16,BOU,MUN,1.0,3.0,0.52,1.91,10.68,43.17,50.02,62.99,8.57,70.89,57.57,31.62
16/17,8/14/16,ARS,LIV,3.0,4.0,1.18,1.66,8.26,62.12,63.58,47.07,7.23,69.83,66.63,37.65
16/17,8/15/16,CHE,WHU,2.0,1.0,1.46,0.45,11.08,75.74,61.8,28.62,11.03,46.04,48.25,59.67
16/17,8/19/16,MUN,SOU,2.0,0.0,1.37,0.61,8.57,70.89,57.57,31.62,8.6,55.69,49.98,43.08
16/17,8/20/16,STK,MCI,1.0,4.0,1.31,2.17,11.49,52.29,47.87,48.67,6.43,85.41,79.85,29.61
16/17,8/20/16,BUR,LIV,2.0,0.0,0.2,0.94,12.13,38.36,35.59,55.27,7.23,69.83,66.63,37.65
16/17,8/20/16,SWA,HUL,0.0,2.0,1.14,2.19,12.52,36.49,39.5,65.13,14.16,30.73,33.84,71.77
16/17,8/20/16,TOT,CRY,1.0,0.0,2.26,0.36,7.4,75.37,70.07,33.78,9.07,48.45,45.4,50.03
16/17,8/20/16,WAT,CHE,1.0,2.0,0.8,1.76,10.25,40.62,36.25,52.62,11.08,75.74,61.8,28.62
16/17,8/20/16,WBA,EVE,1.0,2.0,2.02,1.84,14.71,45.59,38.21,47.9,9.85,55.78,49.63,45.78
16/17,8/20/16,LEI,ARS,0.0,0.0,0.55,0.52,11.48,48.12,44.34,51.3,8.26,62.12,63.58,47.07
16/17,8/21/16,SUN,MID,1.0,2.0,1.46,0.85,12.65,32.24,34.22,65.66,10.28,37.25,30.93,55.3
16/17,8/21/16,WHU,BOU,1.0,0.0,1.69,0.39,11.03,46.04,48.25,59.67,10.68,43.17,50.02,62.99
16/17,8/27/16,TOT,LIV,1.0,1.0,0.59,1.93,7.4,75.37,70.07,33.78,7.23,69.83,66.63,37.65
16/17,8/27/16,WAT,ARS,1.0,3.0,1.08,2.03,10.25,40.62,36.25,52.62,8.26,62.12,63.58,47.07
16/17,8/27/16,LEI,SWA,2.0,1.0,2.48,0.33,11.48,48.12,44.34,51.3,12.52,36.49,39.5,65.13
16/17,8/27/16,SOU,SUN,1.0,1.0,0.61,1.39,8.6,55.69,49.98,43.08,12.65,32.24,34.22,65.66
16/17,8/27/16,CHE,BUR,3.0,0.0,2.66,0.18,11.08,75.74,61.8,28.62,12.13,38.36,35.59,55.27
16/17,8/27/16,CRY,BOU,1.0,1.0,2.66,0.97,9.07,48.45,45.4,50.03,10.68,43.17,50.02,62.99
16/17,8/27/16,EVE,STK,1.0,0.0,2.32,0.19,9.85,55.78,49.63,45.78,11.49,52.29,47.87,48.67
16/17,8/27/16,HUL,MUN,0.0,1.0,0.27,2.47,14.16,30.73,33.84,71.77,8.57,70.89,57.57,31.62
16/17,8/28/16,WBA,MID,0.0,0.0,0.7,0.4,14.71,45.59,38.21,47.9,10.28,37.25,30.93,55.3
16/17,8/28/16,MCI,WHU,3.0,1.0,3.22,1.08,6.43,85.41,79.85,29.61,11.03,46.04,48.25,59.67
16/17,9/10/16,MUN,MCI,1.0,2.0,1.01,1.89,8.57,70.89,57.57,31.62,6.43,85.41,79.85,29.61
16/17,9/10/16,MID,CRY,1.0,2.0,0.61,1.12,10.28,37.25,30.93,55.3,9.07,48.45,45.4,50.03
16/17,9/10/16,STK,TOT,0.0,4.0,1.02,2.77,11.49,52.29,47.87,48.67,7.4,75.37,70.07,33.78
16/17,9/10/16,ARS,SOU,2.0,1.0,1.89,1.18,8.26,62.12,63.58,47.07,8.6,55.69,49.98,43.08
16/17,9/10/16,BOU,WBA,1.0,0.0,0.99,1.48,10.68,43.17,50.02,62.99,14.71,45.59,38.21,47.9
16/17,9/10/16,BUR,HUL,1.0,1.0,0.45,0.91,12.13,38.36,35.59,55.27,14.16,30.73,33.84,71.77
16/17,9/10/16,WHU,WAT,2.0,4.0,1.32,1.85,11.03,46.04,48.25,59.67,10.25,40.62,36.25,52.62
